"","sp500","nasdaq","s.fin","s.tech","s.hc","s.energy","s.ind","s.cd","s.cs","s.util","s.mat","s.bio"
"2013-08-21",2932180000,1821100,57591800,6065800,6178400,9487900,7865000,5249600,7899700,12319700,4850700,1420800
"2013-08-22",2537460000,2393000,39774700,6049100,2768500,8337200,9124600,5790700,5501900,8168500,4617300,248100
"2013-08-23",2582670000,2073900,31125000,5068500,2366700,7392500,5267700,2802000,3352900,7579600,4462900,163200
"2013-08-26",2430670000,1187600,36845400,6792700,3936700,7262000,6568200,4175800,17412500,6576200,5687000,1087200
"2013-08-27",3219190000,1565700,89691800,6851500,6653400,10200500,14017100,6975500,11462400,9116900,5893200,986400
"2013-08-28",2784010000,1881000,63150400,4500600,6008600,11898200,7962900,3552600,18628600,8254900,3495000,2103300
"2013-08-29",2527550000,1190400,33458300,4787700,4042600,11408800,4614400,5096000,7455000,6093000,4085600,710100
"2013-08-30",2734300000,1255200,32457700,7171600,4127300,8541300,8162900,5866900,8672400,7867100,5600300,496800
"2013-09-03",3731610000,1201100,52539200,7395000,6062900,8634400,9736700,8020600,15164200,11969200,4361300,533100
"2013-09-04",3312150000,2417700,38645700,7160600,4049700,7490000,7486900,5420800,6468800,7318400,4319100,541500
"2013-09-05",2957110000,1170500,37273400,3714000,4288000,6115100,4880200,5030300,4525100,8772800,5504500,308400
"2013-09-06",3123880000,1521200,48118000,5142900,5636300,8023100,11587200,5950300,6976700,10933400,4987200,381900
"2013-09-09",3102780000,1146300,40325800,5714600,4286700,8434900,8454200,4365200,10347600,6507800,5438200,821400
"2013-09-10",3691800000,845800,45371500,6774400,6500100,9152200,14050400,4429600,6501800,8344400,7251600,1179300
"2013-09-11",3135460000,1332800,39921500,9332700,6753900,10700200,11984400,5099200,6812300,24753000,6173900,998100
"2013-09-12",3106290000,1720600,42265400,6052300,3098400,10702400,8270400,4258700,7002900,18819100,5960800,826500
"2013-09-13",2736500000,1275200,36197500,3991200,3668600,5979000,6506600,5629200,5063200,10382500,7414400,863700
"2013-09-16",3079800000,1683900,48338400,8161200,6845800,8056300,15482500,6472800,8178900,25215300,8353000,691500
"2013-09-17",2774240000,902400,42906300,6401400,3654000,5421900,7651000,4240500,5344500,9723500,4650400,603300
"2013-09-18",3989760000,2816600,62847800,8826300,6868600,11156600,12259900,9662200,12763900,29503800,10134500,471300
"2013-09-19",3740130000,1378100,49697000,6649200,6104100,9138500,12368500,6338700,6148500,20019300,6204100,561000
"2013-09-20",5074030000,1603500,54032600,7779600,8986300,13973900,11923900,7688300,7279100,18840200,10990500,624300
"2013-09-23",3126950000,2626000,62269200,8043500,4773800,8520100,7456100,7157200,5586800,15388100,6556300,406500
"2013-09-24",3268930000,1277900,49559100,4747500,5956800,5540400,6755000,3862600,6855000,11971700,3488400,285900
"2013-09-25",3148730000,1061200,48181200,4591300,5207500,11193700,8193200,5720700,8234700,13861900,4259000,488700
"2013-09-26",2813930000,920900,35533700,5065300,4319300,7720200,5383000,3516800,4560300,8567700,5845200,544200
"2013-09-27",2951700000,550500,60591400,6199500,3937100,7171000,5966100,4953300,4453400,7637800,3796300,575700
"2013-09-30",3308630000,937300,49069200,7522100,8585300,10433200,7457800,5381600,8120800,9595800,5672600,741000
"2013-10-01",3238690000,1203300,50421300,8177000,11685100,10844100,11204000,6192300,7152300,7856800,5015000,720900
"2013-10-02",3148600000,1043800,46893900,8128000,6404800,7714200,9274700,5518300,5827400,9614100,4278100,476100
"2013-10-03",3279650000,1320000,57469100,6492600,7228300,10140100,15708500,5199200,9686800,9304000,7084300,666300
"2013-10-04",2880270000,1647700,36588700,5340800,4503400,9313100,9868400,3969200,5713900,4457000,5167000,662100
"2013-10-07",2678490000,956000,35878400,4567700,3971800,7928700,8956500,5309200,5438900,5136100,5994600,1156500
"2013-10-08",3569230000,1143700,90449800,8092700,7360000,10573400,17558800,7899500,9532300,12256600,8603200,2238000
"2013-10-09",3577840000,1245500,96983500,10269900,11388100,13109700,14004300,11607900,8706800,14318800,6198500,4215600
"2013-10-10",3362300000,859700,94071100,8204800,7330100,12827600,14282100,6104400,6104900,11698400,5424700,1318500
"2013-10-11",2944670000,1064000,47829500,8908600,4694600,11925400,8039000,8827800,5451800,6908600,5060300,1055100
"2013-10-14",2580580000,780200,45458700,7139800,8858200,8369900,9823100,6048800,6808200,26340800,6160300,1782600
"2013-10-15",3327740000,954700,57169700,7250300,8043100,11391800,13450200,13368100,7792900,11996100,5367200,939000
"2013-10-16",3486180000,1011300,92827300,8192200,7239000,12604400,11994900,5537800,7034800,12875100,4270800,1350900
"2013-10-17",3453590000,805700,65763700,7421100,6823400,12287000,10314700,4935800,8498700,16082200,4641000,999900
"2013-10-18",3664890000,641200,51511500,7934700,7646000,12950600,12946800,5243300,5861400,10977100,7404800,1099500
"2013-10-21",3052710000,1411300,35925300,5401500,4103300,7853500,6115400,3158000,3646400,7401900,3899100,2054700
"2013-10-22",3850840000,1300300,38892900,16358100,5053300,14287900,8021700,6774700,9404700,19630200,5519100,1590000
"2013-10-23",3713380000,2448500,44094200,5133300,5140800,16835300,8815400,5246400,8809800,14171300,5391100,424800
"2013-10-24",3671700000,1423200,34263700,3533600,3725600,7873300,8296900,5124200,7754800,7866600,3241300,462600
"2013-10-25",3175720000,1133900,34527300,3381300,3855900,8746100,10031400,3882500,4301900,6550100,5771400,822300
"2013-10-28",3282300000,1239100,26414700,5010500,8983400,7661200,6626200,4898700,33007100,9821200,6314700,525900
"2013-10-29",3358460000,1371500,27109300,4975000,7262900,6467000,7591100,7715900,15133400,7922000,4283200,317100
"2013-10-30",3523040000,791900,43636100,5574500,8240300,11396600,8914100,5721100,11872100,12317800,5499600,1509300
"2013-10-31",3826530000,1165900,60161000,28712000,5904000,9084800,9897500,7640500,11588100,16903000,5575700,1378500
"2013-11-01",3686290000,1256700,41068900,4635200,10779200,12347600,9922600,4412800,9055000,12356900,5167500,716400
"2013-11-04",3194870000,579300,23064800,5976700,3156100,7233200,5477400,4990600,5305500,6215400,5569700,631800
"2013-11-05",3516680000,731400,31916000,4511900,4248100,8027300,6572100,4016500,6804500,10733200,2970700,504000
"2013-11-06",3322100000,594400,35278200,5250800,4731100,9083700,5889600,4523700,7356400,10117700,3973000,2025900
"2013-11-07",4143200000,643900,55046500,10535300,6050900,20883500,10880700,9667700,11993800,12396700,5934500,1356300
"2013-11-08",3837170000,965100,78709800,8947200,6663800,13242900,8964900,8287200,15162000,19988600,5310800,1725000
"2013-11-11",2534060000,796200,28828000,7829900,5095700,5179100,5319400,5229200,7981900,7459700,2495800,327000
"2013-11-12",3221030000,749100,35299200,4709700,3064100,8680700,10837900,4446400,5657100,11242200,4284800,1514400
"2013-11-13",3327480000,658600,52414200,6748400,5214800,10903400,9779500,6654600,7651500,9596500,4691200,648300
"2013-11-14",3139060000,1596000,43016100,8478500,6201800,9668100,11060700,5938100,5891500,18829300,5179700,855000
"2013-11-15",3254820000,1675700,45884100,7706300,4004400,7369800,7836800,5137800,3054000,7791700,4564000,382200
"2013-11-18",3168520000,1400600,52683100,5239900,3796600,10466200,6686900,4893000,3924900,12206300,5689900,1028700
"2013-11-19",3224450000,2134300,35699400,4449100,4515100,9456400,9411800,6360900,7013200,10079600,3583800,1063800
"2013-11-20",3109140000,1728700,39271300,4326100,4744000,13262800,9381700,4551700,7392100,15244000,4709700,725100
"2013-11-21",3256630000,1476800,45735500,5391000,4590300,7121400,6829300,3325400,6777800,7968100,3326900,723300
"2013-11-22",3055140000,1575100,34106700,3110900,5924700,7559500,5430400,4415200,5443000,6864900,2380900,833700
"2013-11-25",2998540000,1373000,34048500,9180400,5270100,9752600,7895000,3329200,4447200,6967400,5652300,497700
"2013-11-26",3427120000,980400,34307400,5315900,5035300,6774600,8142500,3531500,3854300,11718900,2073500,698700
"2013-11-27",2613590000,965700,19686000,6605400,4449500,9319300,3774500,3108800,3257000,8469300,2833100,1290900
"2013-11-29",1598300000,866900,14792800,4233000,2837700,4976700,6964900,3499000,2642100,2943500,3672100,838200
"2013-12-02",3095430000,1676000,37823800,4941600,4724400,9619400,6976700,4157900,5041700,7179400,5190500,2586600
"2013-12-03",3475680000,1139700,34143500,5727900,4402300,10845100,8976000,4116100,6124800,9868200,5822300,1720200
"2013-12-04",3610540000,2418400,53872700,6573900,3474900,10034300,6776400,5417800,8093100,7393900,9835300,714900
"2013-12-05",3336880000,1653100,45227300,4268700,3612800,10071100,6939600,4089200,6060000,9726300,4696600,321600
"2013-12-06",3150030000,2022100,37371300,4398300,4846500,11673000,8399500,3923100,7108600,7415300,4903800,388200
"2013-12-09",3129500000,1202400,27234100,3998600,3896200,13072100,5566600,5283900,5513100,7241900,3684100,508800
"2013-12-10",3117150000,1082900,37960800,8124900,3545500,10561400,10114300,3267300,3341900,9598000,3618900,663000
"2013-12-11",3472240000,1139100,79264000,7537700,9989200,14682700,11225000,5710100,21705800,8718000,5545400,1099800
"2013-12-12",3306640000,1453000,48718000,5504100,5645400,10983600,9293200,3568000,9662500,7757400,3742300,1095600
"2013-12-13",3061070000,969700,89187300,4852700,4319500,12163400,6254100,3312400,5929000,6196200,2982700,539100
"2013-12-16",3209890000,1170000,84071600,6014500,6211600,12160800,9108300,3486200,5893100,9674200,4387800,480900
"2013-12-17",3270030000,1048800,33255000,5576900,5132600,9856200,11324000,3691800,7247300,5689600,8588400,2024700
"2013-12-18",4327770000,1611700,122031200,17109800,10210000,15264000,21338300,9749800,11754200,19247200,13636600,809700
"2013-12-19",3497210000,860900,56205600,8661300,6691000,11210600,13576700,6007700,5698800,16073200,7571400,486300
"2013-12-20",5097700000,1700100,81181800,8826900,6813200,15694300,13806000,7393500,11007300,15367900,7839200,943800
"2013-12-23",2851540000,879300,36429900,7285400,3849400,9767900,6969500,3689400,6601700,16915600,4111500,485700
"2013-12-24",1307630000,348000,9107900,2614100,3291900,5594400,2765300,1992000,5915300,4937200,1887100,331200
"2013-12-26",1982270000,514500,18352200,3580200,2592600,8857600,6725200,5031400,15154600,10308200,1996300,438600
"2013-12-27",2052920000,516200,14700400,3824500,2668100,5865900,4157300,3142500,3590500,12797600,1838900,279000
"2013-12-30",2293860000,615800,19989800,4638800,2374200,7045700,4944000,2116100,3245700,5664400,2100500,1388700
"2013-12-31",2312840000,555600,22770000,6844700,6008000,8075400,6575600,3675800,6516500,7021800,3178500,1333500
"2014-01-02",3080600000,1051300,43679400,8552500,8771800,11133600,9337000,4331900,14997000,20415200,6941900,1539000
"2014-01-03",2774270000,1222300,30349000,5204800,3642500,9714300,6104000,3772800,6298600,13766800,4342700,1657200
"2014-01-06",3294850000,1525000,42798500,4524700,9123500,9256600,7486900,4078800,9498600,11236100,4428100,1041900
"2014-01-07",3511750000,917300,58506200,7161800,5714000,6651000,7068800,3085700,7479100,8648200,3883100,2718300
"2014-01-08",3652140000,1714900,44270400,4696400,7793300,10941500,8091500,5789500,23824100,14376400,4120400,1823100
"2014-01-09",3581150000,833200,35872800,6341900,6204700,12222700,10795300,5081900,24438600,9369300,4419000,3359700
"2014-01-10",3335710000,1054700,44795900,12960100,7734300,10470100,12522200,4630500,15903800,26524100,3099900,2862900
"2014-01-13",3591350000,1072700,52459800,6445300,12815600,16717600,12241300,6980700,9275100,12417000,5034000,1679700
"2014-01-14",3353270000,836500,38581200,6419400,6943500,13222100,9435800,6090600,10885000,7674100,3812000,978000
"2014-01-15",3777800000,1066700,75928300,9674000,10054100,11667900,6790200,5855000,4384200,5951900,3528100,568500
"2014-01-16",3491310000,1860600,57911200,6931300,5489900,11297100,8180600,6332000,6522100,8357500,4923000,1155900
"2014-01-17",3626120000,1042800,70660000,6338700,6907500,12632900,8662300,5587000,8233800,4316300,7343100,757800
"2014-01-21",3782470000,1212100,51099000,6294200,5697400,12725800,11033500,10439400,5618400,5727700,7369900,1690500
"2014-01-22",3374170000,998300,22301900,4215900,5391300,10557600,6348800,4636000,3615300,7474700,5594700,862200
"2014-01-23",3972250000,1219900,64648000,6418000,7052900,14900800,8550600,7973100,8916700,9423900,6498800,741000
"2014-01-24",4618450000,1299600,86803700,15496700,13101900,17426100,25688100,8622300,18509700,15017600,10100300,1974900
"2014-01-27",4045200000,1003100,79350000,8014000,13825900,16054500,17553000,7218000,8451500,8421800,5952200,2457600
"2014-01-28",3437830000,1603500,43538500,13145500,8806300,9112800,9909400,4731800,5022200,7901600,4846600,2335500
"2014-01-29",3964020000,1493000,79334300,11219400,12281200,20124900,15007700,17415100,36942400,11042600,10316100,1248900
"2014-01-30",3547510000,1441900,56607900,8329900,10714100,12265700,9984800,12737100,19016600,8401900,8043700,853800
"2014-01-31",4059690000,1514000,65974200,10943500,10821300,15983200,15208000,6825700,21959500,14013600,6237700,549900
"2014-02-03",4726040000,1492400,129496000,15975800,15808800,25172800,23578000,32477700,41150000,20555400,19839800,1489200
"2014-02-04",4068410000,1938400,67895000,5725700,10080000,20339800,14235900,9495200,11694000,10911900,7413400,917400
"2014-02-05",3984290000,1430600,58062800,9203100,16384200,27270900,15364900,7747800,9453300,7811200,7898500,996300
"2014-02-06",3825410000,1366700,49232300,9139700,7842200,13028300,13598300,8293800,12794100,10539100,8890800,717000
"2014-02-07",3775990000,1913100,63056100,10464800,11497100,12402300,15046600,6270500,6986300,10061000,5181600,1056000
"2014-02-10",3312160000,1820100,53244300,6758700,7902800,7961000,14047400,4670600,5645800,7326400,15250000,1150800
"2014-02-11",3699380000,1066200,46243400,7041400,10380300,10869700,10364000,5647400,9688100,10098200,6980700,1240800
"2014-02-12",3326380000,731600,47764100,8047800,6535800,6812400,10282600,4223300,8852500,5818900,3772200,837000
"2014-02-13",3289510000,391500,39783400,6914300,8256400,9799000,11396800,6584500,5708600,8209100,6714200,799800
"2014-02-14",3114750000,590700,37421000,12376300,8379800,12618300,9132200,4828500,7234700,7239400,5121700,2177700
"2014-02-18",3421110000,1064500,26168800,5946500,10874200,8854000,7282200,3578200,7130400,9736200,5690100,1015800
"2014-02-19",3661570000,1907700,78908800,8611700,10732700,23822000,10443000,6304400,6085300,10371700,7892300,1110000
"2014-02-20",3404980000,957700,39164000,6697000,9852300,9436900,15387500,4698700,6793100,9621700,6716300,1117500
"2014-02-21",3403880000,1621600,53100700,6372600,5196300,11582800,6108500,4375200,5702300,9209700,3986900,2054400
"2014-02-24",4014530000,1063100,51914200,7845200,6464300,18613900,9311600,3215500,3302300,7101700,14709800,1392000
"2014-02-25",3515560000,1021900,49380700,5611600,6858600,9583300,7522100,4538300,6304200,6571100,6392800,1433700
"2014-02-26",3716730000,1713100,52231600,5820700,7449000,10048300,10607400,5488500,4877300,9831000,6753100,1379100
"2014-02-27",3547460000,1481100,47711800,5449400,5980100,9333400,5723700,4386800,4172400,6911400,4848900,748200
"2014-02-28",3917450000,1133500,69264000,9701000,10341200,10474500,12876700,6994100,5404800,8832000,5892600,3849600
"2014-03-03",3428220000,1325800,61089400,9027300,8919900,12463600,17327500,8668800,8829800,14237200,10187800,2191500
"2014-03-04",3765770000,1557100,61500200,11604900,9658900,10524500,12361000,4391100,7275500,9735800,7665600,1319400
"2014-03-05",3392990000,1075300,58700100,8930800,10740200,10865400,11014900,7568100,8090900,9034600,4077800,1470000
"2014-03-06",3360450000,1245400,53457800,8665400,14206800,7788300,9427300,5255300,6145900,13764500,6285200,2127600
"2014-03-07",3564740000,1316300,81544700,7197400,12630300,9852800,12752100,4339900,4123200,13812400,9034600,3948900
"2014-03-10",3021350000,1107200,29071500,7557700,7775900,8864500,8201100,3274600,4901200,10984400,4858000,1911900
"2014-03-11",3392400000,1227700,55578000,9456600,6031700,12268000,9575600,4390200,10017400,7921000,6647400,1300800
"2014-03-12",3270860000,1094300,39319200,6356100,8822700,9368700,12433300,4786500,5203700,7798000,5345300,1334100
"2014-03-13",3670990000,1172300,70116100,9397400,12551400,11272800,17725500,11268300,9738900,21433700,7924300,1922100
"2014-03-14",3285460000,1840900,54433900,8939800,8006100,10653400,17127600,4786100,5299600,12816200,6277300,2934600
"2014-03-17",2860490000,902000,46338600,16444900,6430200,10419200,11471900,3231500,4161400,9633900,5263900,1354500
"2014-03-18",2930190000,2938900,44158100,6864000,6147200,6995200,7434300,3222900,3575000,7974500,4799300,1212600
"2014-03-19",3289210000,2710100,69971300,7789400,8404800,9322600,13222700,6058100,10676900,25565100,7890600,1137600
"2014-03-20",3327540000,2241500,112214200,5895500,4895400,8713400,11205800,3761800,9907900,12603700,5805700,1185600
"2014-03-21",5270710000,2400600,82702000,9109700,19504500,14130200,13683400,6231100,7454000,13799000,8770000,4662300
"2014-03-24",3.409e+09,2142300,68496200,10354100,20490000,10044000,14063100,12355500,6111300,9994500,4825600,4770900
"2014-03-25",3200560000,1355700,42096500,7626300,14646400,7168800,11722300,5861200,9086100,10447600,5382300,3633600
"2014-03-26",3480850000,1526600,62505800,7513400,13638300,8564400,9906800,6956700,7102300,7816500,6048400,3606900
"2014-03-27",3733430000,2484200,81009000,12927400,12961000,11386300,9369500,6348800,10552500,13421300,4988600,3633300
"2014-03-28",2955520000,1971800,48922700,6355800,13128800,9955600,8982600,5683700,4522600,7701400,6682100,3957000
"2014-03-31",3274300000,2167600,41048500,7283500,9508100,8451600,7563100,5679000,8973400,8702900,4857300,2469000
"2014-04-01",3336190000,5836400,51651700,7024200,10114900,10247300,13773800,5074800,6524200,10137800,5783200,2774700
"2014-04-02",3131660000,2352600,44565200,10504700,8999300,10008600,12812900,5043400,6705400,11657300,4332200,3362100
"2014-04-03",3055600000,2463000,46626800,7762600,9609100,10792000,9268300,5369700,4430400,5476800,4642300,2855700
"2014-04-04",3583750000,4030900,60202300,10095800,20115400,13997800,14930600,7400100,8815700,13620100,9379700,6806700
"2014-04-07",3801540000,4113400,72897100,11181300,15263300,11244800,12402800,7588700,15088000,13384400,7403000,4504200
"2014-04-08",3721450000,3528600,56290600,7329700,15165000,11644400,9462400,4750500,7688000,11863200,4811100,3524400
"2014-04-09",3308650000,3826200,44907100,6656900,14438600,7224500,11329100,3841400,5559000,18121700,4112900,2118900
"2014-04-10",3758780000,4076100,94458600,8086800,17622500,12298300,11634000,10075500,6121800,16001200,5472200,4599000
"2014-04-11",3743460000,3862600,98050800,14254400,14710100,13455900,11243000,8446200,15474700,17823400,5218300,4132200
"2014-04-14",3111540000,1999700,69247600,4992300,11085300,9961400,6844900,4701100,4333800,9636700,4958600,4196100
"2014-04-15",3736440000,2976600,103855000,8589300,17424500,22442900,14535100,9688900,6318800,15025000,4863200,5630700
"2014-04-16",3155080000,2141200,49363100,13999700,29585700,13036700,9096000,4754300,4314800,12413800,5811200,3564600
"2014-04-17",3341430000,1673000,58956000,7881700,8656900,18549500,12903800,4953500,4209600,17989300,4721600,2577000
"2014-04-21",2642500000,1540400,37683600,3526000,5545000,8506400,9673300,10586600,3739700,11056300,3319000,2842200
"2014-04-22",3215440000,2859900,33032700,5478500,8980300,6345200,11155800,4675800,5669400,10760800,4999100,2900100
"2014-04-23",3085720000,1890400,32197600,11424100,8668900,8561700,8965000,2827000,11037100,17016100,3975900,2367900
"2014-04-24",3191830000,2240500,36918700,5010700,8012600,8876500,11864200,3683700,3946200,11259300,3460000,2796300
"2014-04-25",3213020000,2010500,35205700,6402000,6368600,8872100,6997500,4735500,6647400,16456300,3500500,3074100
"2014-04-28",4034680000,1644600,54068900,12069100,9735200,11167000,12105400,9346700,7214200,18619800,9573500,3975600
"2014-04-29",3647820000,2096900,34182100,5476100,8955800,8272600,9382800,4410200,4222300,17466400,4977300,3399000
"2014-04-30",3779230000,1615900,46774300,9165600,11115200,10821600,13299600,7794600,4855000,21828200,6018300,2162700
"2014-05-01",3416740000,888000,33615500,4977700,6857500,10715300,10600400,4175300,9711100,18903900,4170400,2637300
"2014-05-02",3159560000,929700,34600200,6720100,6126300,8711000,8701100,4111500,5245300,27932100,4983200,1741500
"2014-05-05",2733730000,834600,23206100,4082200,7218700,8037300,5358600,3347900,3279600,14914200,2399000,882000
"2014-05-06",3327260000,1537100,73906200,4699900,6117700,7476700,6032300,4197700,4471900,10544700,3428300,849000
"2014-05-07",3632950000,1351700,50411400,6826900,9058100,9630900,7959000,4394900,7554300,13659900,4292500,1582800
"2014-05-08",3393420000,1160900,35858200,3787400,7710000,10966300,8034200,5760400,4197900,15161100,4844600,3832200
"2014-05-09",3025020000,1703700,29373000,7438500,7298600,8710800,5133400,5060800,2792400,12174100,3977400,2706300
"2014-05-12",3005740000,924200,25643000,5593400,5244500,5213900,11275000,5711600,4824900,13615700,4435700,1806600
"2014-05-13",2915680000,1910600,28989300,5744100,3230400,4988800,8650500,4959900,2518600,8628300,3410800,1376400
"2014-05-14",2822060000,1502300,31432700,5111600,3746700,4984600,6946900,4285500,3165700,20112000,4829500,1430400
"2014-05-15",3552640000,1588000,49008400,7288300,6469400,11448800,13016200,5706200,4726400,11562500,6544000,2235000
"2014-05-16",3173650000,1455600,41206000,5803700,8913400,14811000,7490300,3011400,6381700,10091000,4376400,1353000
"2014-05-19",2664250000,679600,24674700,3298500,4386100,5032200,4645800,2738600,2805300,13459000,2740700,1496700
"2014-05-20",3007700000,1088000,24000500,4237100,4611800,4675600,9782300,4849000,6246800,10785900,4680600,1075200
"2014-05-21",2777140000,1124700,39055800,4161400,3921500,5857400,7658900,3889000,5037700,6903900,2514000,949800
"2014-05-22",2759800000,727600,22555200,3175000,3526100,6869200,4482100,5257500,2898300,5210000,3223600,1032000
"2014-05-23",2396280000,708100,20383300,3312100,2796300,5280600,3732400,1985100,2710000,8909200,2244500,1441200
"2014-05-27",2911020000,1499800,28444900,5674500,3246500,5057300,6702700,3402600,3520700,9453600,2171800,1594800
"2014-05-28",2976450000,1070800,40448000,6776900,4401700,7535500,10303800,10106200,3903100,12528000,3986500,1433100
"2014-05-29",2709050000,1026000,18361300,4664000,2682200,7278300,4218400,2948000,6683400,9816300,2756900,602100
"2014-05-30",3263490000,1363000,33521600,6219200,7778100,5958000,6156200,3052000,4482600,8278600,3423800,3247800
"2014-06-02",2509020000,875900,24982700,5461500,4880300,5075700,7070700,3048700,3273000,7245100,3420500,1882500
"2014-06-03",2867180000,1218800,19306700,5669300,3054500,5998600,4007000,2243300,2674000,8003600,2637700,1365300
"2014-06-04",2793920000,1011700,24081600,3499200,3599800,3686600,3792100,2161100,3149000,7030700,2871100,758400
"2014-06-05",3113270000,3333700,38203400,5667600,3929800,6174800,5805600,2703400,3905400,8414500,4861600,1458000
"2014-06-06",2864300000,1276200,36753500,4798900,3950900,5420000,8384300,3203900,2562200,8087100,2924900,1252800
"2014-06-09",2812180000,999400,39739600,6392000,5533400,5652000,11160300,2568700,6310400,8497600,7319800,2965500
"2014-06-10",2702360000,791700,26550900,3594700,6921400,3766100,3846600,5461600,4362000,8922200,2658500,2581500
"2014-06-11",2710620000,1167900,25320400,4254700,5901200,5651700,5541500,3027900,4977900,10300800,2347500,1633800
"2014-06-12",3040480000,1378600,36993700,4818000,4305300,11869600,10181700,4549600,5186300,16646900,3401300,1017000
"2014-06-13",2598230000,1092600,34428400,7331700,2950700,9736600,6885600,4962800,1936700,8416500,2446900,1822500
"2014-06-16",2926130000,1124100,41736300,7064400,9021700,13386900,6861400,3553000,18205200,19735700,7960900,1024200
"2014-06-17",2971260000,907700,30098400,7037600,3728200,10045500,9600600,4017700,4897800,11426300,6116100,1487100
"2014-06-18",3065220000,1202400,38125700,13035300,5374200,14863600,12209900,5840300,22633400,35859400,8043800,1245300
"2014-06-19",2952150000,982100,28443100,5918700,4313800,8677000,7149000,2980200,11404200,22215600,5766400,852900
"2014-06-20",4336240000,1291100,30669000,5427200,4426700,9096200,4304700,5011100,5165400,9600800,4217900,1234800
"2014-06-23",2717630000,2542800,23893900,3767100,3406700,7959200,5192400,4289200,3370700,9380200,2952700,2410800
"2014-06-24",3089700000,1612600,27761200,8471300,4868300,17748500,7429900,3908700,3677200,9196100,4374900,2632200
"2014-06-25",3106710000,1479200,31616800,5111900,20099100,13860300,6506400,3945700,6083000,12141100,6716800,1282500
"2014-06-26",2778840000,1476500,32902700,11352300,11236400,8080000,6845400,3079500,15990200,12947100,5451900,1742100
"2014-06-27",4290590000,1450000,22087400,10883300,4840900,8222100,8214600,5204900,4692800,7691100,6352600,994500
"2014-06-30",3037350000,1583800,45984400,4490400,6434500,6312800,7963600,2527500,12049100,12659600,13123500,862800
"2014-07-01",3188240000,1934600,34924300,7488900,8145300,6885800,8026200,3830600,5099600,9817500,6992900,2066400
"2014-07-02",2851480000,1527700,21714400,4970000,4036600,5926400,10068000,1748900,3093000,17368800,3872500,1118400
"2014-07-03",1998090000,945700,27225900,2193000,2468600,3668800,8550300,1747400,2303400,12201300,2809700,287700
"2014-07-07",2681260000,1455000,30418900,10482200,3900300,6932400,9334300,3090400,5813700,12250400,4985600,1817100
"2014-07-08",3302430000,1342700,42234300,6923900,7145400,10392300,8154200,5100300,4629500,13318200,4276600,2877000
"2014-07-09",2858800000,829200,23890700,7118100,5879900,6408000,8600600,18565100,5296000,10440500,4180900,1428900
"2014-07-10",3165690000,1159200,31814500,4421900,4726600,14908700,10553800,4842300,3871200,10440600,4031300,1314600
"2014-07-11",2684630000,763600,26102300,3261300,3779600,10805200,10186800,7041100,3100500,9133000,3487800,907500
"2014-07-14",2744920000,1385900,26266000,4209100,4078700,6870300,9399900,3422800,4135600,8306800,2515300,493800
"2014-07-15",3328740000,1621800,36321300,7414500,5498900,9954200,6921300,4157000,7181800,8945400,2824000,3846600
"2014-07-16",3390950000,573600,32831500,8064800,5279000,8167400,5963700,23470600,4513100,7493700,3845100,1926600
"2014-07-17",3381680000,914900,42034300,5670700,7321900,11017800,14896000,5637400,3965200,8061400,5507200,3788100
"2014-07-18",3106060000,2459000,25827900,4770500,8938700,8317800,6424400,3454900,5929300,5215900,4864800,2064300
"2014-07-21",2611160000,1793500,18265300,6181600,3731900,9396700,9365700,3706900,5085300,5578500,4929600,1267800
"2014-07-22",2890480000,1290000,15999500,4789800,5640400,5977900,5319300,4410100,13404200,4683700,2818700,1057500
"2014-07-23",2869720000,1897100,17625800,5473400,7264400,6701200,7924400,5389300,2796500,7497100,2261300,2868900
"2014-07-24",3203530000,2115100,25123900,11659600,6107400,5747200,10014600,3976800,3449600,6040300,2500400,1509000
"2014-07-25",2638960000,1437300,44700300,4749500,4129300,4802900,7514800,3852700,2477800,5947400,2389200,558300
"2014-07-28",2803320000,996500,51911000,7762200,7004900,7478600,13004100,2803800,30101200,8606600,10673700,1157400
"2014-07-29",3183300000,1748400,34997400,7312400,5321800,6828800,13456500,3584700,6319100,8185600,3884600,1035900
"2014-07-30",3448250000,1416800,49021000,7762300,7752700,10780300,14834700,23867500,22406900,14749100,5274000,981600
"2014-07-31",4.193e+09,1221100,61818800,17416500,8415200,17284800,17185600,6449600,10784500,15052200,6458800,933000
"2014-08-01",3789660000,1489300,61016200,15507400,16923800,17833300,15724600,6088800,11890000,15537700,5622000,1470300
"2014-08-04",3072920000,1163400,32232100,6333700,9208900,12896500,9212400,16942600,5024400,30182500,4966300,1454100
"2014-08-05",3462520000,1403500,49123000,12293400,10309500,16439900,13501500,9897100,4571700,14765900,5137600,678300
"2014-08-06",3539150000,1484600,45635500,9140900,9568000,11547000,31000700,10961700,27891900,49891200,6358700,539100
"2014-08-07",3230520000,1215800,49004300,6865000,10947000,13256700,14560100,6364500,5532600,12588200,5083700,525600
"2014-08-08",2902280000,1022200,62985000,6022800,5472600,11585000,11882700,5570900,5259400,20010100,4269100,762000
"2014-08-11",2784890000,752400,28040500,6507700,4700600,11203600,7057100,5032500,23734600,8570600,5491700,677400
"2014-08-12",2611700000,802000,27079000,6704900,2878500,9998100,11550900,3127100,3954200,6880100,7297200,1103400
"2014-08-13",2718020000,858400,27864300,5492700,4751900,6489000,7600500,3394600,2704300,6793300,4308800,988800
