"","sp500","nasdaq","s.fin","s.tech","s.hc","s.energy","s.ind","s.cd","s.cs","s.util","s.mat","s.bio"
"2014-08-14",2609460000,682900,26959200,4614600,4797400,7617400,7470600,5599600,2196100,6018700,3607300,658500
"2014-08-15",3023380000,686500,48988800,8910900,7777600,11075300,11193000,6432600,4542700,9713900,4439500,619800
"2014-08-18",2638160000,455900,30915800,4248000,7448800,8597500,7944300,4746900,4427600,8190800,5348100,933000
"2014-08-19",2656430000,601000,24872800,5047800,3874500,5997700,6246500,3746900,2627900,7718700,3135000,629400
"2014-08-20",2579560000,831300,32671400,7005300,4513800,5947900,26415100,5004000,5580000,5587000,4800400,864000
"2014-08-21",2638920000,577400,46030400,3454500,3125900,5567200,9971800,1999300,1724000,8549100,1362900,593100
"2014-08-22",2301860000,613400,30347300,4407700,3248900,7383400,5621900,3290700,5176500,6889900,1807200,345900
"2014-08-25",2233880000,864700,33893100,3430700,4863000,4379000,3997800,3967600,1985200,6878600,1563100,1012200
"2014-08-26",2451950000,736700,17016700,3352300,3601300,5596500,2874100,2020800,1792300,6534400,1909200,1402800
"2014-08-27",2344350000,858500,21784100,4330700,4151700,3860100,3757600,1798500,2054500,5242200,3299600,944100
"2014-08-28",2282400000,804700,25850000,3528300,3466000,3104500,4227200,2313100,2797700,10312200,1836100,726600
"2014-08-29",2259130000,822900,28003200,7684000,4139100,5367400,5453300,2309200,3076400,5856500,2660500,344400
"2014-09-02",2819980000,891300,36352400,5688800,5076800,8642300,7153200,9520200,11691900,12781700,6608400,830400
"2014-09-03",2809980000,842100,24151700,6891600,5421900,7190900,5289400,2606600,2391400,8467000,3127800,730800
"2014-09-04",3072410000,594800,31148800,5213200,6231400,12286500,6924900,3733400,4379600,9236700,5777000,738300
"2014-09-05",2818300000,660600,30005200,7025200,6349400,8774900,9279800,2668600,5067000,9054200,3076800,987000
"2014-09-08",2789090000,679700,26755900,6386100,7204800,10978100,5321100,2500800,4229500,6788400,2303800,502800
"2014-09-09",2882830000,777600,38428600,8562700,6667300,9998300,5796600,2558400,3452700,13414500,3160500,709200
"2014-09-10",2912430000,622900,38567100,7229800,7039600,10432700,5445100,2869100,4186400,10540400,6364000,1011600
"2014-09-11",2941690000,722600,36650400,10322200,6360300,12505700,5783900,2438600,3924700,9360500,4262700,588600
"2014-09-12",3206570000,917100,42971000,5555700,7340200,15440200,9045800,2913400,5778400,17442500,3883000,708900
"2014-09-15",2776530000,742700,25694200,6882200,6082500,13391300,7027300,2911100,6105500,10828200,3191000,1786800
"2014-09-16",3160310000,1008900,39350300,11910600,6907900,13455400,7319400,2846800,8388400,12227800,3317500,1010700
"2014-09-17",3209420000,1509000,54889300,7654500,6704300,11069300,9715900,6401400,10476000,15543400,5159900,1140300
"2014-09-18",3235340000,1449800,63655700,7395300,5460700,12284600,8057200,2812600,6364600,12497600,4484900,582000
"2014-09-19",4880220000,1712400,62190600,15726300,6833500,9474600,9271200,5923600,5411900,9657400,6075500,1425600
"2014-09-22",3349670000,712300,39775000,6380400,4005700,10629600,10709000,5424500,6516500,12310700,3837200,1811700
"2014-09-23",3279350000,741700,39927400,5968500,7833900,9140100,8630000,5486700,6715600,9807900,2965500,941400
"2014-09-24",3313850000,931100,44279100,7144500,8120900,24739900,8569800,6343100,14707300,8346800,4279100,1182600
"2014-09-25",3273050000,1098000,66656800,9351500,11661500,13436400,10761400,4639600,11438400,9645200,4705000,908400
"2014-09-26",2929440000,646900,49182000,4881500,6513000,11484800,5839000,2593400,3935200,6809700,4727500,618900
"2014-09-29",3094440000,1112800,47184900,4826400,10284100,15454300,7661600,6840600,11255800,5575000,9104000,933300
"2014-09-30",3951100000,698100,40730500,6759900,7580800,21732100,12380000,4428300,7122400,11610400,7832900,757500
"2014-10-01",4188590000,767200,63257800,13059200,11141700,18977300,20308400,6557000,18044800,17635700,11288100,1320300
"2014-10-02",4012510000,1123800,69509700,13376800,7225200,29242700,13007000,7484600,16950100,13244700,9073500,1035600
"2014-10-03",3560970000,882900,62092300,6705100,11383100,20098000,14246700,4959800,9134100,9176200,5443100,633900
"2014-10-06",3358220000,913200,40801000,6947800,8287500,20122200,12069800,3890700,6884100,5522100,4787400,1644900
"2014-10-07",3687870000,1414300,63099700,9006700,11281800,17899300,19321900,6450100,11318600,12225800,6060700,2174400
"2014-10-08",4441890000,1040500,72327800,8670600,11412300,35988600,23937700,7153100,9800300,17576500,10523400,2159700
"2014-10-09",4344020000,975500,110277900,15300100,15686000,36667400,23240000,22700800,15077400,15774100,14628200,2145000
"2014-10-10",4550540000,1346800,76225200,30182600,15606800,60474300,20032100,11009100,11403400,18274400,15178700,2762700
"2014-10-13",4352580000,1527400,70603800,28603900,17937500,47549300,24625300,21310700,20244600,17113500,16575300,3461700
"2014-10-14",4812010000,1328800,78074900,21542100,19321000,55995600,22094900,11245000,12854000,22008500,11001300,2045100
"2014-10-15",6090800000,1587400,134405200,29067200,32120100,69469600,28271700,15093200,22241300,22855700,18955400,2402700
"2014-10-16",5073150000,939100,101397300,27123100,30185000,59796300,43949200,12682200,19593400,20875600,20220500,2635500
"2014-10-17",4482120000,1179300,65796700,12785900,15704700,3.8e+07,24733100,8512100,12534400,15615700,11148700,1812600
"2014-10-20",3331210000,659000,60934700,9221400,9848900,26502600,17450100,6192200,17229300,10474300,17191300,852000
"2014-10-21",3987090000,1072400,62988500,11572800,14961400,31358200,12829700,5534500,13863600,10088000,7131800,1059900
"2014-10-22",3761930000,801500,56880800,12079200,13813800,36142500,16417700,7764600,10426900,13948600,9213200,789300
"2014-10-23",3789250000,1142900,99572500,32216000,11165000,26558000,23317200,5183800,12604800,9462500,29946800,1755000
"2014-10-24",3078380000,1294600,32770200,6903200,9703500,25247400,8938000,4507100,9205600,10616500,6700300,1552200
"2014-10-27",3538860000,1127000,27325900,5943500,9110800,23501400,9692900,3720800,4917200,8312800,35143400,1735800
"2014-10-28",3653260000,820900,44604500,7745400,8770600,23278000,10066800,7694500,5633500,10774100,7590300,1773300
"2014-10-29",3740350000,946500,55631800,13176100,10162400,26722500,12580600,4885300,6381200,15307700,23906900,1254900
"2014-10-30",3586150000,903100,41918600,9188200,11630600,18788000,10528600,5101900,5020200,33867400,6682000,913200
"2014-10-31",4292290000,1371700,46879900,9962900,11388000,20264300,10174400,4739400,8184300,16098900,8402600,2010900
"2014-11-03",3555440000,842300,60885000,9529800,8680700,26605600,11111400,15926100,15004900,13128500,20828200,937500
"2014-11-04",3956260000,916500,36701500,6433200,5716000,23439100,6232600,4944600,10508200,15186200,13038100,923400
"2014-11-05",3766590000,1383600,30312700,7278100,6592100,27445100,8110600,10753400,7780400,21545100,6115900,1288800
"2014-11-06",3669770000,959700,33192500,8589600,7962400,23026300,5731600,11250000,5638000,37091100,3826500,2548500
"2014-11-07",3704280000,795700,35459600,7475700,13895600,18042000,8241600,3771000,5912000,11787000,5102500,1086600
"2014-11-10",3284940000,727600,37733400,4820900,5455300,22953400,6131300,2650400,4209500,9434900,3643000,1062600
"2014-11-11",2958320000,431800,47698500,3054300,9777500,17380900,9905400,3230400,3277700,5563000,3610200,1521000
"2014-11-12",3246650000,532400,23048600,4516600,3879900,17619200,7108400,5266600,4919700,18059400,3854000,464400
"2014-11-13",3455270000,596700,36133500,5396100,5216600,31586800,6437000,10800000,7507100,15116300,4119300,845100
"2014-11-14",3227130000,489600,14073700,4343300,6331800,17960500,5554500,9558000,7544500,7847800,3168700,1201800
"2014-11-17",3152890000,575600,19907900,4132700,8587200,12215000,4271100,4031100,4049600,8562400,2627100,547500
"2014-11-18",3416190000,953900,15630100,4829900,8240100,19680300,8658600,4482100,5015400,6686700,5018100,843000
"2014-11-19",3390850000,844800,27164200,7167000,6253600,14746100,5200400,5017600,4919500,12133400,4840900,722400
"2014-11-20",3128290000,695100,19798900,4897400,9041600,16911000,7383100,5353100,4076000,8315100,3858500,564600
"2014-11-21",3916420000,957900,25110000,6462800,8098700,28685200,7509600,7782200,5042200,14876700,9559200,962400
"2014-11-24",3128060000,787700,23038400,3113200,5020100,16678100,6706900,3342600,4912000,11731300,2141900,1020300
"2014-11-25",3392940000,685600,28864200,4744600,5510200,22554000,8276900,4250900,6157500,13110600,2406400,852600
"2014-11-26",2745260000,491100,10769200,10241000,5325900,20873200,5373800,2337400,3644800,6826500,1881000,649500
"2014-11-28",2504640000,235800,9621400,5432500,4395500,42538300,5866000,3357200,4640900,7794600,4867700,751200
"2014-12-01",4159010000,1034700,33654300,11664700,8537400,51594500,16636300,11885500,8330400,19175300,12012300,1339500
"2014-12-02",3686650000,573800,26767600,5630600,7444800,33186800,6621000,5162000,6130900,13333100,5918000,1257000
"2014-12-03",3612680000,528400,17814400,4271700,6577000,31549200,11434700,5663200,5909600,8177500,7347200,845700
"2014-12-04",3408340000,665700,20925300,3766800,4235400,23579500,6474500,6095100,8023900,13866600,5854000,1034400
"2014-12-05",3419620000,910000,37209900,7179500,8325100,23443300,7454600,4480500,6732100,17074400,3361100,832800
"2014-12-08",3800990000,1197500,52915800,6689900,5942800,41192700,8838300,4202900,4653600,12106000,5501900,910500
"2014-12-09",3970150000,1719900,55516900,8221700,9776300,33668900,10282200,4438000,6120000,10511600,6023400,1653300
"2014-12-10",4114440000,1173000,63708500,8270600,9011200,44533800,12942200,5465200,5304800,9414400,7580600,1788600
"2014-12-11",3917950000,1583600,71819400,9038200,7383300,35551700,11749900,17569800,5233700,9716800,3921800,1376400
"2014-12-12",4157650000,1587600,48320600,8983000,10438600,50054300,13168800,12176100,6812500,10963100,8668900,1311000
"2014-12-15",4361990000,1302200,45935700,10251100,17776200,47481100,16225600,8882500,9451300,11037100,8995000,3408600
"2014-12-16",4958680000,1490700,45497300,15651500,14735600,57284400,15504600,9114800,9811500,14841700,9522000,3179100
"2014-12-17",4942370000,770800,53873300,15283000,17776200,62470200,21899700,9713900,10126400,18697400,10608000,2666100
"2014-12-18",4703380000,775200,46183700,10659300,16048100,52263500,14040400,18848500,8726300,14663700,7015100,2005200
"2014-12-19",6465530000,2225600,49107400,11694400,17822000,46742800,12359000,9830100,13154400,17982000,5386300,2239200
"2014-12-22",3369520000,901700,19475200,6107000,9896600,33238100,6987900,4951200,5125700,11300700,3306500,2208900
"2014-12-23",3043950000,805600,22928300,6699400,22190400,26529200,5552900,7337300,5563400,9581100,7095600,3492000
"2014-12-24",1416980000,346200,9773200,2655600,4519100,14047800,1958200,1687800,1478000,14412400,1878800,428100
"2014-12-26",1735230000,354300,18149000,2278500,4242800,14464600,5733900,14102300,3302400,19854100,1297000,666900
"2014-12-29",2452360000,420200,22126400,4638300,5225900,18224100,3566200,23013600,13478700,24520900,2173200,826200
"2014-12-30",2440280000,358000,20298400,5503400,4965100,19148100,3602800,6051200,5094900,13015400,2167600,867300
"2014-12-31",2606070000,440900,29869900,5955300,7863600,21541900,5572900,6664000,5218700,15156500,2984400,966600
"2015-01-02",2708700000,596100,40511400,8495200,7516800,27749100,10982800,6180100,7611400,16914700,5234700,374300
"2015-01-05",3799120000,955600,50770500,7194700,10784800,45395200,15144700,8582900,8272700,23911800,5438800,555700
"2015-01-06",4460110000,1034700,57454400,8745600,13344000,41876600,19209800,7165600,11112400,19393700,5054500,731800
"2015-01-07",3805480000,990800,36287000,6534600,14146400,31192400,11770300,7411000,9225800,14322300,3560300,593400
"2015-01-08",3934010000,1205600,37995900,14211700,22138300,28186900,11419800,6399100,12904000,14027700,7640500,620000
"2015-01-09",3364140000,714500,36300500,9169900,9724300,24885100,10045100,5628900,6382800,8922700,6826400,757000
"2015-01-12",3456460000,1386300,38356300,5628700,11972100,28940600,11229500,6023700,6255400,10875000,4658100,988000
"2015-01-13",4107300000,1773400,45785400,11679200,14219700,34051400,17530900,7551500,10135000,15979500,5855000,1008000
"2015-01-14",4378680000,1409000,71356000,8830700,12548000,52152500,19597500,10175000,13315500,15463000,6784300,586600
"2015-01-15",4276720000,1224100,58038200,9327700,16379300,41346000,15614500,8051200,10898100,14540200,5855400,1176400
"2015-01-16",4056410000,2202400,89499800,18821500,13759300,42741900,16371500,9552100,12948500,12988700,5460200,743300
"2015-01-20",3944340000,1263600,39330900,12015800,10386500,27198500,9572000,13934600,9977300,11238800,3926600,790900
"2015-01-21",3730070000,817600,49251500,13919100,8391000,28330800,8943500,9372000,7588600,13822200,4711600,658900
"2015-01-22",4176050000,1201100,97345300,8812200,11497400,33018800,10950900,15175100,12062000,17531100,5778300,843200
"2015-01-23",3573560000,820600,34069400,6478800,6815300,21116000,10148200,4955400,6423700,7095300,4941000,552700
"2015-01-26",3465760000,904500,27588300,9733500,7869300,18360600,6037000,3453400,4428500,8129100,3101100,577700
"2015-01-27",3329810000,738500,35186700,10792000,10040100,21602300,12118500,5886200,10344800,8746000,4516400,635200
"2015-01-28",4067530000,1131100,85405900,13047200,11005400,38833400,14673900,5197500,7765700,13695300,5778500,901900
"2015-01-29",4127140000,1502600,50409400,16817600,12119500,30123700,14215100,8535000,9765600,12044800,5958400,409800
"2015-01-30",4568650000,1435500,64531100,13006300,13886500,43848100,14650000,8027700,10951400,14915900,7808700,564900
"2015-02-02",4008330000,1345500,62984900,15623600,18041800,35465700,19465900,20849400,14354100,22399300,6625500,1361300
"2015-02-03",4615900000,1025800,66155700,9883700,17432300,46942000,18896200,5607600,6272100,16159500,6020200,1061400
"2015-02-04",4141920000,1123900,37523900,5889400,15184800,41132200,10600000,9166000,7901300,13859000,5683600,1128500
"2015-02-05",3821990000,841800,30264100,5091800,10800800,31786200,9193800,5077500,8079500,13165300,5864500,837400
"2015-02-06",4232970000,1273300,83237500,4790300,11885800,26110100,6192200,4637300,6293400,32184200,5610100,667000
"2015-02-09",3549540000,821800,37354000,7165700,8139000,20203800,7112100,4367500,5655900,19742200,3704500,553500
"2015-02-10",3669850000,888400,39742200,11245700,8628900,21971300,9000400,5561900,5055100,20891100,3245500,310400
"2015-02-11",3596860000,985600,36080700,6250000,8088100,26196600,7057500,5313700,4618000,19543100,3223900,602300
"2015-02-12",3788350000,818600,40635300,6769200,10124000,26422300,6249100,4130700,7150600,20582000,4900600,708700
"2015-02-13",3527450000,811200,23270000,4315800,8592300,31187900,5922400,5332200,5932000,32654300,2901400,435100
"2015-02-17",3361750000,854300,17869100,5340300,8381700,22125900,4174400,4121400,4887500,26373700,3271200,785300
"2015-02-18",3370020000,821600,36387800,3749800,7777900,19121300,5806400,4138200,5217500,32104000,2944200,489100
"2015-02-19",3247100000,886500,21550200,3125400,5383600,23872000,5458000,3272500,4380200,14286400,3005700,1794600
"2015-02-20",3281600000,740600,40206100,6933500,8213700,25641800,8557400,3930800,5898000,13870100,3572700,551900
"2015-02-23",3093680000,711900,23616700,4047000,8577500,19679500,6238300,3121200,4710600,8988500,2765000,774800
"2015-02-24",3199840000,888200,33958600,4655500,8052100,15387400,4989300,3518500,4275700,14332500,2306800,906000
"2015-02-25",3312340000,581700,32659400,5867400,9629700,16025700,4574000,6842100,3282600,11891900,1957600,1081300
"2015-02-26",3408690000,949100,33480700,7559400,4424900,19349100,6443100,3504700,4124200,14258900,2728000,1044300
"2015-02-27",3547380000,724600,28937800,6056000,6745300,13362200,7201500,3869100,4578900,12484400,3360600,916100
"2015-03-02",3409490000,761800,27137600,6844500,6769900,17978500,8560200,24004400,5511200,27530000,3282300,337400
"2015-03-03",3262300000,646700,31729300,8612100,10144000,12349700,7716000,6025500,5818200,18556800,3208200,738900
"2015-03-04",3421110000,987500,47685200,5882700,9024400,16458300,6232700,4657200,3555100,12062000,3293100,1010100
"2015-03-05",3103030000,635800,25112000,7704300,6252100,11244500,4991000,7784700,5336300,11557900,1937400,1037100
"2015-03-06",3853570000,742000,74347500,8076700,12314900,19176300,8247200,7852500,12065500,26797000,4395000,976300
"2015-03-09",3349090000,619100,26666900,6249300,10306300,17441100,6107000,4225000,6436500,13030100,2523700,512700
"2015-03-10",3668900000,911200,49650600,8797900,12317600,19018800,10074600,7133000,7983100,13622000,5120600,736000
"2015-03-11",3406570000,1001200,36531600,11520200,7525100,13051000,9394700,4592400,8699500,9988200,2535200,1113600
"2015-03-12",3405860000,792500,50418800,12334900,7574200,19245000,8721200,6921500,9905500,17079000,3100600,385200
"2015-03-13",3498560000,865900,40917500,15187700,6480400,21011900,11110500,5582800,5821400,13984100,4192200,619400
