"","djia","nasdaq","sp500","s.bio","s.cd","s.cs","s.energy","s.fin","s.hc","s.ind","s.mat","s.tech","s.util","gold.p","oil","usd","vix","brazil.us","canada.us","china.us","jap.us","mexico.us","skorea.us","swiss.us","us.euro","fedfunds","umsent","homep","unemply","bondhy","ust1","ust2","ust3","ust5","ust7","ust10","ust30","autosale"
"15-06",-0.0219581044631291,-0.0534908068206284,-0.0212355592764321,0.0591404709529792,0.00552913288185633,-0.0185169318456865,-0.0354584460668908,-0.00360358125247687,-0.00351882003533889,-0.0263553770182281,-0.040303221865906,-0.0420005281234262,-0.0617137742628875,-0.0130212375005682,-0.0128624507788101,-0.011150389578389,0.275505638501048,-0.0237936289460832,0.000561369756913415,0.00032263268548935,-0.0152798811571144,0.0206968333041974,0.00479965753883936,-0.00618668639958872,0.0144485085288933,0.0800427076735366,0.0578319588551558,0.00926366781915037,-0.0370412716803491,-0.0248680665780135,0.154150679827258,0.123232640423948,0.0878613557913343,0.0870113769896297,0.0844173418125832,0.0702042586732484,0.0494334578551737,-0.0761867373005642
"15-07",0.00398478325088602,0.0444785071437844,0.0195496832464929,0.012606578827703,0.0477435646927063,0.0553711327775291,-0.0800206695906967,0.0334774359337575,0.0287417392824555,0.00240059591272874,-0.0517391928994497,0.0281038397687793,0.0592334797306854,-0.0842608112353381,-0.233154828880005,0.0231465169001978,-0.408211608049403,0.0912512881706792,0.0449919141400389,0.00156329354867165,0.0149571964173024,0.023357659444467,0.0372104904594814,0.0305576404743906,-0.0113606848058116,0,-0.0317151316932255,0.00599860452733197,-0.0190481949706944,0.0213531244705691,0.0689928714869514,-0.0294138852062932,-0.0380998462322704,-0.0302137785964966,-0.0289875368732523,-0.0170944333593002,-0.012945164592037,-0.0666800214958242
"15-08",-0.0610012856070082,0.00897391408485603,-0.0561976524400498,-0.109091114131348,-0.0598456843664896,-0.0545309941964199,-0.0538909427713727,-0.0647234616996095,-0.0645820267178444,-0.046625482775756,-0.0524967706505055,-0.0476168360598499,-0.0192801724624579,0.0412200450038658,-0.0393990351438272,-0.00161574669240044,0.765160787558208,0.0531432167112145,0.016796898801195,0.0284651760204888,-0.0213658947135812,0.0437937279583,0.0181409126745058,-0.0014539414753629,0.0129731549213799,0.074107972153722,-0.0129731549213799,0.00255740714315651,-0.0194180858571017,-0.0249567319738675,0.236388778064231,0.0438026226583928,0,-0.0567975983931331,-0.0658465657975866,-0.0668400181258503,-0.0708559367673446,-0.0622741695966177
"15-09",-0.021764291759716,0.0399344761702888,-0.0352258097231452,-0.203658814350038,-0.0138630594401107,-0.00264378067396232,-0.0640461410458605,-0.0358822581418732,-0.0771367967917053,-0.0312159491219366,-0.0818847527829899,-0.0229578112292104,0.0126347556163473,-0.00266904073037756,-0.00509132256402403,0.00360245121069416,-0.0613446506486946,0.0958715953955713,0.00960103384715219,-0.00524144758813143,-0.0125245281685726,0.00700757069159288,0.00311978439932668,0.0155713380794365,-0.000895495716688448,0,-0.0524966984467075,0.000656889509105167,-0.0198026272961796,-0.0405211974056394,-0.0266682470821613,0.0141846349919564,-0.0196084713883763,-0.0330062964681701,-0.0158314652166806,0,0.0309835455199674,0.0173912383123705
"15-10",0.0812766113910237,0.0820455502879812,0.0797193794951317,0.0681569023449587,0.086775588284684,0.0550145592312437,0.105638374234013,0.060780422809109,0.0743236501357494,0.0841511142015711,0.125236509980713,0.0999026208095811,0.0105699046243056,0.022245163512922,0.0336056061275018,-0.0029619373834362,-0.485967104912277,-0.0285942577042844,-0.023718915392937,-0.0059336116521815,0.00740097345167807,-0.0220183598977201,-0.0379552853120473,0.00865982692648734,-0.010808968504389,-0.154150679827258,0.031605339415331,6.85201363819071e-05,0,-0.128175193423998,-0.352821374622742,-0.103796793681644,-0.0825210236880035,-0.0694723728147674,-0.0659579677917974,-0.0471785602750905,-0.0205486682273877,-0.000222189790203993
"15-11",0.00318680240512922,0.0125313477178396,0.000504741857118555,0.0815309714807876,-0.0023493244494596,-0.00926504440585223,-0.000147102221798329,0.0197374873949837,-0.00322912667220041,0.00862304328262791,0.00988921613984536,0.00707658751850007,-0.0214862739074027,-0.0836468131952393,-0.142028457478921,0.0302687955131754,0.0679748794987133,0.0140274319309,0.0189299209064722,0.0110654899258724,0.0206632474829388,0.00425590355787974,0.00776460411994737,0.0421114853501268,-0.0444435295771115,0,0.0143411172706578,0.000576525167592073,0,-0.11298686339289,0.613104472886409,0.318453731118535,0.25489224962879,0.183519879286063,0.137783702363053,0.0878162060069168,0.0473061173969368,-0.083152176915436
"15-12",-0.0167817521846765,-0.00326833550438002,-0.0176856585364418,-0.0271795901243174,-0.0288409347941677,0.0287569719486887,-0.111117101006915,-0.0224873663898382,0.0170792291659599,-0.0260660832496229,-0.0443706698480476,-0.0210333325776559,0.020976354775496,0.00623260906082878,-0.0851468154636907,-0.0042943422267685,0.121290001602399,0.015552333831971,0.0373235327982999,0.0139127542403098,-0.0242321602638994,0.0351858284934169,0.017139703215946,-0.0261111440036858,0.0277315749500221,0.693147180559945,0.0141383540512109,-0.000114137010190822,0,-0.0796440630599254,0.303186258987746,0.107630664192365,0.0645385211375712,0.0178046246335067,0.00985229644301164,-0.00888894741724582,-0.0200006667066694,-0.0341331786061361
"16-01",-0.0565918102380095,0.0637644807048559,-0.0520676172275355,-0.328385162316423,-0.0532075587676744,0.00533316118357054,-0.0356064511362584,-0.0927118966009883,-0.0803320178981989,-0.0586573590075511,-0.113273157186389,-0.037829824050676,0.0482617487152295,0.0465799209844587,-0.0981150794263289,0.0118911779606493,0.103711710667642,0.0192859636438624,0.016838430300564,0.0149240493060777,0.00646446806154212,0.057407163229453,0.0342823468352914,0.0206498470281802,-0.00248951306484432,0.348306694268216,-0.00650056460309332,-0.000450968591116158,-0.0202027073175194,0.166655440049555,-0.185403223331363,-0.0851578083403068,-0.115831815525122,-0.111917916203985,-0.0977641687658916,-0.0693117998902291,-0.0377403279828471,-0.0366746810063271
"16-02",0.00304401316824694,0.0205930269071213,-0.00413690563679079,-0.0538474528298595,0.00444286337398152,0.00314721475287333,-0.0284017257256382,-0.0294343865169532,-0.00361715333654723,0.041725582022739,0.0752495980487307,-0.00656872687099343,0.019189457165871,0.103413253014353,-0.027712616819671,-0.0229562107059086,0.0171783365350846,-0.0142472811774703,-0.0400111348758709,-0.00345833963672883,-0.0697012122284511,-0.00791106293868354,0.0229164526063879,-0.0263564250613006,0.00331797539418219,0.111225635110224,-0.00326619778662107,0.00139791134902616,0,-0.136040804229948,-0.0186921330121525,-0.209350229181874,-0.23638877806423,-0.21985947611302,-0.189917903685889,-0.160550701672726,-0.0876473070587557,0.0279678345498587
"16-03",0.0683620304634005,0.0515001727376205,0.0639049904156355,0.0767622293371672,0.0648276682445005,0.0462935630392803,0.0968238638267142,0.0714294772395613,0.0267102276068023,0.0674079146645054,0.0730070812901911,0.0845454631787426,0.0767328961713156,-0.000445750184667737,0.120697402828105,-0.0381946985711245,-0.387381432674869,-0.114158320943442,-0.0417560943148819,-0.0160766510110972,-0.00426061358168745,-0.0483917379477163,-0.083542107447058,-0.0385863762348817,0.0469130858949894,-0.0540672212702758,-0.00766287274556914,0.00748684217185992,0.0202027073175195,-0.140013230226713,0.219362828474304,0.186877373329815,0.144581228811108,0.123232640423948,0.0935260580108234,0.0599634647675573,0.0226424767497598,0.0743984268189983
"16-04",0.00499454910410381,-0.0729498882940305,0.00269576164816424,0.0430031515768471,0.0012633567144586,-0.0144269976618967,0.0867691208296702,0.0353669523918316,0.0292235440629541,0.0123624571632885,0.0498417704662431,-0.0515778111065492,-0.0244810897180219,0.0326172210071052,0.218911544563942,-0.0196712228550221,0.118181204086888,-0.0272119807178665,-0.0329209132254334,0.0039932570205557,-0.0503480395429293,-0.00139518683252472,0.00458179911903018,0.00156404807442865,0.00446761725971605,0.0273989741881146,-0.0222231367847102,0.0106447760645769,0,0.104203777530002,-0.164303051291276,-0.133531392624523,-0.122602322092332,-0.0909717782057266,-0.0677181740549507,-0.0432499837938165,-0.0226424767497599,-0.0164984618899679
"16-05",0.00076263669009087,0.0673605022011475,0.0152083666453394,0.0736177650992506,0.000504794777972478,0.00685973992406795,-0.00937729032628257,0.0187001679077622,0.0221066130812758,-0.00428259981050019,-0.00340287884193274,0.0477382103015437,0.0149640966642113,-0.0515204474380569,0.0656525154654394,0.0320820324501497,-0.101123221182311,0.043251668484504,0.042742215219095,0.0162410875136232,0.0353815908942454,0.0687291174903251,0.0384946460524944,0.0344084732491049,-0.0271100940094759,0,0.0620776304598928,0.0103497988294436,-0.0618754037180874,0,0.05218575317057,0.0629138254105692,0.0529224014543425,0.0312525435041045,0.0189280098855189,0,0.00380952841666765,-0.0372564175578813
"16-06",0.00799563239518846,-0.0155654564183191,0.000910506484115682,-0.0700106735560408,-0.0114647209838688,0.0522071570160371,0.0268501645577841,-0.031619729231286,0.00905336065541091,0.0071094498433601,-0.00786960612949314,-0.0138665740796237,0.0735037987520711,0.0843229253651679,-0.0170487851280734,-0.00279459893101591,0.096654653261434,-0.119742735842538,-0.00666490382285204,0.00999577343609618,-0.0747819272882633,0.004362382109497,-0.0297400649364748,-0.0143974909151885,-0.00929316021833026,0.0266682470821613,-0.0127525638973912,0.008805622721629,0.0416726964005681,0.299332689671756,-0.0702042586732485,-0.116259806115862,-0.120363682249875,-0.105360515657826,-0.105360515657826,-0.0986306034416274,-0.0708958216330375,-0.0112616349435901
"16-07",0.0276265753696419,0.0899964130013704,0.0349904330502038,0.137798415067928,0.04459677457417,-0.00819315304415271,-0.0126827466998724,0.0339744261255647,0.0475211070682467,0.03560224450921,0.0494681577907592,0.0686084648633191,-0.00669290310881996,0.0117004542967186,-0.150153431224435,-0.00610688075528736,-0.275177935811809,0.0117112998440191,0.00230326397409309,-0.00132500207595605,-0.00438832436639452,0.0143609280668937,-0.0364039068842893,-0.0104712998672954,0.0122524055290161,0.0259754864032607,-0.0381517659643763,0.00616616596950598,0,0.0850790092385759,-0.0755075525081452,-0.0857668217574249,-0.0848994437864862,-0.0893451003358499,-0.0794641713542468,-0.0892311337279426,-0.0940864390846083,0.0469091754584405
"16-08",-0.00170281570377817,0.00633947260060833,-0.00121998701767029,-0.0324193436869236,-0.0130721468968461,-0.00586719358630573,0.0166315093974717,0.0377560551546788,-0.0329847686655072,0.00943156807064576,-0.00267344494665866,0.011558452962817,-0.0570456236556578,-0.0136385498700302,0.0728691557530338,0.00599206360147852,0.122731922921959,0.0027756378652655,0.0062686544241788,0.00608352045574355,0.010306362497306,0.00467961502744591,0.0027727072279992,0.0143445082564003,-0.00197185687267203,0.02531780798429,-0.00222469502211116,0.0035585965580902,0,0,0.111225635110224,0.0993724738132036,0.0732034040232949,0.0545589842504342,0.0512932943875505,0.0392207131532813,0.0133632278121669,-0.0235509084058912
"16-09",-0.00505217366082242,-0.0482686913049106,-0.00123521340639711,0.0986752783952539,-0.00267072968625731,-0.0155733547488162,0.0362111635146453,0.235020943098272,-0.00511636747307341,0.00185151626256232,-0.0116751686755504,0.0207911526106823,0.00360673834662822,0.0101804198263125,0.0658246230287154,-0.00710450286405674,-0.00973425881838186,-0.00110933081757196,-0.000533597603848728,-0.00136369447407775,-0.0212139535670835,0.0254829224756498,-0.0162608146663829,-0.0139317967358908,0.00822020354266173,0,0.015469921772132,0.00163607888584643,0.0202027073175195,0.0585365024525729,0.0344861760711694,0.0397403286495141,0.0571584138399486,0.0432968057533243,0.0419641990990322,0.0438941935572251,0.0390505148718732,-0.00622047559302837
"16-10",-0.00909347327263116,-0.0543058542597125,-0.0196168374213361,-0.166012333723316,-0.0245365484277924,-0.00773505997195274,-0.0285877810381666,0.022542003931573,-0.0681413973707798,-0.0202446823701894,-0.0211647955212386,-0.0075629670172332,0.00894137173010827,-0.0412802163138941,-0.018826574034265,0.0288355381469021,0.249724669338379,-0.024216374033636,0.0217219491775226,0.0156229929583419,0.0374292284998741,-0.0286179711391955,0.0422556009259979,0.0200170082114365,-0.0248661460660816,0,-0.0448505661653518,0.000445245652635912,-0.0202027073175194,-0.00335008688528209,0.112117298120706,0.0870113769896297,0.0953101798043247,0.0735024619929265,0.0662493855412007,0.0767337942313894,0.0618754037180875,0.00191619912684159
"16-11",0.052669285965228,0.00187413008123487,0.0336035453908704,0.109856134589617,0.0468982214383098,-0.0429550198046322,0.0812748398251387,0.131312682480899,0.0204254526773046,0.0869967395290398,0.0660079697818786,0.00168544423017912,-0.0557432349841941,-0.0705524878458127,0.0536288096622083,0.0282814857239797,-0.246719407872916,0.0670662795033588,0.00164007789856877,0.0161383580466808,0.0845496711351414,0.0849758669710899,0.0262805702370905,0.0295882519733084,-0.0356583739801365,0.0246926125903714,0.072960525097245,0.00122611532162874,-0.0631789016215318,-0.155829941346978,0.114410351177744,0.154150679827258,0.208901194598667,0.230986728775236,0.212834181655348,0.1954920199837,0.134530892957606,0.141594615475152
"16-12",0.0328691340212995,0.0508248162626085,0.0180371110586873,-0.0568346885820289,0.000391184967585839,0.0295225312688301,0.017164426074406,0.0368654504920224,0.00714310921176126,0.00305973059988745,0.00176676718250521,0.0223516510292231,0.0478286461452057,-0.0241222009418759,0.0841908341501135,0.00528121373254294,0.0518932644070478,-0.0398329404623767,7.44851216312982e-05,0.00857765968580136,0.0211153570195664,0.00781529779196727,0.0234167700982994,-0.00265395545759338,-0.00246095722877484,0.275411979859967,0.0458413593482413,0.00102422656823103,0.0215062052209637,0.342058843329853,0.161843025450414,0.202524264111474,0.199925261212202,0.20294084399669,0.171031814649354,0.151476881442856,0.0838011013593816,0.0376991578854332
"17-01",0.00512231639376636,0.0496977472696924,0.0177263145946178,0.09209521348507,0.0412738202971534,0.0168747993437196,-0.0326569713789345,0.00257730006688295,0.0226597690397646,0.0184718944115693,0.0444694000658907,0.0349487074876201,0.0124810855995647,0.0336772145478089,-0.0187798946515964,-0.0274644431443608,-0.157837429558242,-0.0329670998988138,-0.0299387343798061,-0.00958053030508194,-0.0353849552649668,0.0105422844781899,-0.0444030515346971,-0.0271365414350009,0.0226750087814376,0.185403223331363,0.00305033281762288,0.00136941464048804,0.0210534091978323,-0.084229734027753,-0.0470675108579859,0.00829880281469506,-0.00673403218134407,-0.0206192872027357,-0.026550232094121,-0.0243914531241591,-0.0293658948043644,0.016506773485515
"17-02",0.0466276961650323,0.00804815581733305,0.0365230009990398,0.0786429609012385,0.01799117886553,0.04662375747154,-0.0210709755425278,0.0514220573821014,0.0614583217054391,0.0383829008034158,0.00556565786966879,0.0443301552649768,0.0513237475679862,0.0433413408231085,0.0234202742080984,0.01203408360289,0.0747035293150328,-0.0125317326844141,0.0165167205653708,-0.00149891247785475,-0.00587242545328629,-0.0410509969257812,-0.0195391681490154,0.013460775822198,-0.0164397500349711,0.0152674721307884,-0.0225882293739633,0.00212348146912123,-0.0210534091978323,-0.146603474191875,-0.0121213605323448,-0.00829880281469507,-0.0067796869853788,-0.0104712998672954,-0.00449438958783922,-0.00412371718386215,0.00330578813449941,0.0318702398603212
"17-03",-0.00718596689506703,-0.0190852652712805,-0.000389272944966988,-0.0121889336239263,0.0211149332714139,-0.00423566566550206,-0.0149714410541195,-0.0300069336368003,-0.00481747463299351,-0.00768503571796102,0.00619942759118409,0.0220163115860079,-0.00135415084606474,-0.00818098884282021,-0.0662189446042262,-0.0031548667020334,-0.0435023119500593,0.0173174164873797,0.00557062566720132,0.00242914510307442,-0.00581735206591331,-0.0602090312265484,-0.0104066993091633,-0.00239760354615424,0.00750613394757854,0.179793110440596,0.00621120009264068,0.00817612420061314,-0.0434851119397389,0.0104712998672954,0.208401269577006,0.0877055804191057,0.0784716154414953,0.0562808358985896,0.0354019270509158,0.0244910200082957,0.0163669774642054,-0.0197671883383491
"17-04",0.0133302521715936,-0.00838635008939571,0.0090501322804595,0.0298361765039329,0.0237077023471839,0.0109330489449789,-0.0299137519112182,-0.00846386554227943,0.0152144151428732,0.0194829456424256,0.012514312194473,0.01987244772136,0.0075720815016398,0.019025401856949,-0.0246382017240134,-0.00257994807377778,-0.133877912986061,0.00843780587037325,0.0257887578011902,0.000987424934293134,0.000269239400325012,0.00556101319240802,0.0173082694012546,-0.00541571878296866,0.0182471602875247,0.130361817863244,0.00103145960666221,0.0107614662510915,-0.0224728558520585,0.0736118173432462,0.0292703823001132,-0.0549157575961148,-0.099090902644231,-0.0992982209822803,-0.0909717782057266,-0.0753494372417868,-0.0465200156348929,-0.0244574472209489
"17-05",0.00324869722918469,-0.0178733186747635,0.0115097592543338,-0.0536241841393193,0.0109326691636119,0.0261148535707879,-0.0360181918749204,-0.0119709014929352,0.00765277316678994,0.0176309423231032,0.00018842725547047,0.0387749761043081,0.0405587903620936,-0.00138375494039054,-0.0209024003505843,-0.0180485185896088,-0.038629390791458,0.0158321218006254,-0.0125889688493011,-0.0117083338710353,-0.00657215960017485,-0.0148450410335783,-0.015430804678044,-0.0264943151325979,0.0308189408454141,0.0110498361865849,0.0010303967938964,0.010568283173499,-0.0229895182246988,0.0160003413464411,0.074107972153722,0.0472528848505455,0.0273989741881146,0.0109290705321902,0.0047506027585978,0,0.00677968698537877,-0.0149501673606675
"17-06",0.0161001516378413,0.0605397917401619,0.00480222592410708,0.132445126745987,-0.0126736700709431,-0.0227925845246263,-0.0011174193776363,0.0630998685452485,0.0446589243152359,0.0134221318116519,0.0183333024766116,-0.0285211639907732,-0.0274619910027713,-0.016394136744507,-0.0481484152782306,-0.0169548513521157,0.0713595851000756,0.0199206122940703,-0.038977743709938,-0.00448889937010095,0.0151497675882155,-0.0315291151240879,0.021358722630674,-0.0101713383383726,0.0154548932105454,0.133531392624523,-0.0218644836967383,0.009072119606711,0,-0.0554791523202286,0.0689928714869514,0.0303053494953291,0.00673403218134412,-0.0387860250351565,-0.0485532254169908,-0.0490075791066945,-0.0555698511548108,0.021239146692489
